segment_id,technicality
23743025,1
21029997,1
21246542,1
5193430,1
2279250,1
26503544,1
26424424,1
6462771,1
16912930,1
26796802,1
13862750,1
5754561,1
19251569,1
19482647,1
3119459,1
24848377,1
6731172,1
6565274,1
22882593,1
25519972,1
40209053,1
16861258,1
3818737,1
3818741,1
4567571,1
20333488,1
18456383,1
2250183,1
10153702,1
10178207,1
24375913,1
5037510,1
16249630,1
2221343,1
26009443,1
4643536,1
24670545,1
14687196,1
34948743,1
34948671,1
20957408,1
2250185,1
23874877,1
5001773,1
26096967,1
16401192,1
14484376,1
19251548,1
27050961,1
4084983,1
24850939,1
12928708,1
20313331,1
27497841,1
2279252,1
4591554,1
26743830,1
23554206,1
6731171,1
19021599,1
3733766,1
7077422,1
28078778,1
4591593,1
25429436,1
23874892,1
26738331,1
22455718,1
36710184,1
4904919,1
33756903,1
22942840,1
15240127,1
6107890,1
2163670,1
20467002,1
6201962,1
3774007,1
2509778,1
16379167,1
26580491,1
26580473,1
21896419,1
24210668,1
999525,1
25431128,1
26209084,1
27027947,1
17984625,1
17526333,1
28346004,1
5499041,1
6307489,1
26888578,1
20016207,1
22941511,1
3818738,1
5184084,1
27944024,1
6152263,1
16210575,1
5853918,1
19013178,1
13686536,1
29137229,1
3447222,1
21584314,1
21584352,1
6380124,1
23270814,1
11202685,1
26244555,1
9013601,1
3611945,1
6131159,1
17904297,1
2279251,1
18524985,1
20393930,1
2509749,1
6080637,1
4918995,1
18059557,1
9078427,1
20333424,1
2250180,1
999529,1
19424842,1
5231734,1
22661078,1
22916521,1
3822906,1
1454003,1
6675446,1
1454002,1
8151165,1
12928902,1
2611952,1
15500200,1
25342211,1
2192136,1
6035411,1
17166939,1
17517725,1
7130069,1
18739062,1
2279296,1
16648822,1
27184612,1
29450524,1
28796191,1
19788233,1
19314912,1
23351710,1
14446097,1
19242065,1
24614951,1
31804401,1
23966993,1
24244600,1
3818736,1
4566607,1
2611966,1
27568775,1
38720473,1
20070202,1
4211497,1
33739259,1
20453135,1
10188623,1
19844268,1
23360982,1
24121492,1
26384276,1
27782129,1
15247033,1
4425077,1
23264994,1
26545910,1
4919134,1
4278162,1
4002331,1
39552250,1
5914303,1
4919336,1
37219671,1
17444339,1
999524,1
11721892,1
21938122,1
9078434,1
36240308,1
18771661,1
30894702,1
16202923,1
