segment_id,technicality
23351710,1
25935494,1
27766329,1
27450350,1
16912920,1
26244846,1
14240029,1
10542605,1
27586910,1
17657080,1
21235587,1
34443616,1
23197027,1
29137229,1
22450433,1
27233052,1
12928708,1
2279251,1
3447221,1
25431128,1
3933441,1
13032952,1
4591593,1
37647009,1
4204388,1
13663184,1
22353262,1
16912883,1
17444339,1
22708090,1
18834876,1
20333488,1
2279252,1
9617370,1
17526333,1
19924998,1
37802355,1
6731171,1
22787747,1
10479761,1
28634014,1
24505224,1
2611956,1
17100714,1
29414367,1
30894713,1
28854784,1
12477497,1
19137610,1
2279250,1
5184084,1
26730232,1
13869272,1
24121492,1
1454003,1
39400607,1
13491873,1
21254336,1
27183677,1
12324840,1
25032020,1
26643845,1
3818736,1
18456184,1
12291153,1
5853918,1
20469954,1
26244588,1
24329234,1
28613576,1
22315373,1
23197011,1
18031783,1
29641969,1
15636702,1
19410087,1
22648786,1
21895534,1
12016028,1
22597540,1
24770433,1
3896271,1
18359860,1
26768557,1
6380124,1
19812247,1
34058937,1
27579324,1
16861258,1
19060674,1
6019170,1
20953909,1
12273627,1
12877203,1
25021077,1
23609948,1
24609600,1
20575986,1
3141063,1
8307096,1
34101022,1
26796802,1
16141737,1
29532086,1
22796823,1
24210668,1
22987604,1
16811280,1
31140571,1
16341881,1
22924473,1
16912930,1
2611960,1
20114271,1
14490620,1
23676224,1
17585073,1
14904081,1
33053358,1
19915975,1
26930571,1
19620024,1
22872332,1
7724403,1
13715126,1
3822906,1
22882593,1
23609978,1
4211496,1
6035411,1
19251569,1
14216212,1
2611948,1
29399743,1
29321781,1
8812146,1
26796224,1
27196711,1
5275669,1
17904297,1
19904003,1
19374075,1
27184612,1
1614309,1
19279513,1
15483293,1
7434847,1
6035409,1
18578062,1
16450409,1
21126751,1
2629055,1
33796361,1
8506922,1
26704749,1
26611702,1
3848585,1
19251548,1
5193430,1
2683286,1
16726429,1
22466616,1
27347221,1
4085007,1
28489393,1
26052767,1
15438760,1
19842568,1
24387017,1
13869460,1
38813840,1
21898503,1
19068705,1
34138365,1
39534198,1
14899198,1
36069980,1
29952484,1
7130177,1
26953984,1
34548541,1
2835463,1
12035407,1
4919344,1
14646146,1
4211462,1
21735432,1
9078434,1
21246542,1
18988733,1
21584299,1
22449406,1
26796711,1
9305424,1
5973324,1
24215430,1
17191041,1
19700250,1
2510025,1
2629056,1
4211464,1
27077421,1
13429929,1
25714566,1
14387031,1
38893895,1
27280086,1
26596456,1
27173670,1
18483219,1
16929218,1
21027353,1
23592813,1
31907957,1
23428602,1
13945085,1
30894702,1
17166939,1
20426654,1
22315375,1
13808425,1
27362611,1
6405400,1
6290350,1
19516734,1
14164287,1
4425077,1
4426341,1
26486500,1
33451620,1
13688019,1
34200475,1
6380244,1
13531634,1
17869157,1
4590046,1
16684460,1
10558568,1
29399988,1
28212048,1
40209053,1
3753814,1
10779536,1
14146691,1
26881887,1
20300682,1
4610230,1
26467595,1
5001773,1
12090625,1
24483388,1
23161903,1
22639380,1
20385909,1
22551738,1
16929192,1
19165307,1
16249630,1
14062595,1
23270814,1
17803523,1
21601064,1
23950467,1
25143094,1
5847238,1
13316979,1
3950628,1
32188355,1
4084983,1
23049272,1
21978239,1
1475458,1
19697717,1
27782129,1
20393071,1
20791099,1
25369691,1
27964268,1
30624432,1
24453224,1
33765069,1
27263288,1
20211643,1
20900361,1
19757780,1
13917673,1
24670545,1
16645109,1
20201996,1
26491857,1
26098441,1
18113909,1
12005514,1
3899689,1
5231734,1
20426741,1
37476535,1
22941511,1
26899750,1
39378154,1
16292954,1
6131159,1
8956622,1
27116287,1
23462433,1
999525,1
21765122,1
14399000,1
13862750,1
26244708,1
15618288,1
32317345,1
22716787,1
9078410,1
25381746,1
5914303,1
18096720,1
11765577,1
16631645,1
27890269,1
4565540,1
18259560,1
6031939,1
21864306,1
34803331,1
3785358,1
21030026,1
39788207,1
6675446,1
17454718,1
33176765,1
24383862,1
