segment_id,technicality
4796902,1
21029997,1
8307096,1
21246542,1
14308749,1
5193430,1
2279250,1
16912930,1
26796802,1
13862750,1
5754561,1
2629047,1
3141063,1
3119459,1
6731172,1
6565274,1
2069125,1
5973324,1
40209053,1
4567571,1
20900361,1
20333488,1
5496723,1
18456383,1
21634282,1
10153702,1
10178207,1
5037510,1
6044491,1
1348038,1
2221343,1
16972908,1
18834716,1
5564250,1
6603715,1
28399193,1
26009443,1
4643536,1
2629050,1
19677183,1
18838355,1
24670545,1
5001773,1
26096967,1
3924307,1
16401192,1
14484376,1
12740035,1
10696883,1
13697351,1
4084983,1
4919344,1
28212048,1
20313331,1
2279252,1
6031939,1
4591554,1
26743830,1
6731171,1
3733766,1
22648786,1
27911269,1
16570371,1
5218363,1
13688019,1
7077422,1
28078778,1
16929200,1
13687885,1
4591593,1
5847119,1
12015964,1
2213601,1
4905002,1
4904919,1
12477514,1
1475458,1
6107890,1
2163670,1
3406292,1
2835463,1
22708090,1
20467002,1
6201962,1
3774007,1
2509778,1
21896419,1
24210668,1
999525,1
16912883,1
26209084,1
30894726,1
17984625,1
35688633,1
34144762,1
26849635,1
17526333,1
27085117,1
5499041,1
6307489,1
26888578,1
2611948,1
16567181,1
5184084,1
29496677,1
6152263,1
16210575,1
19503665,1
19503652,1
5853918,1
13686536,1
3950647,1
11520213,1
35273784,1
3447222,1
24616798,1
22462939,1
21584314,1
19358372,1
23270814,1
11202685,1
21030026,1
2279251,1
18524985,1
20393930,1
2509749,1
3611996,1
20333424,1
999529,1
5231734,1
22661078,1
22916521,1
1454003,1
6675446,1
1454002,1
12928902,1
5783868,1
9083576,1
6715420,1
12477477,1
20300134,1
2279296,1
27184612,1
29450524,1
33673685,1
2611967,1
28796191,1
26965609,1
40152335,1
40334270,1
19314912,1
14446097,1
17886228,1
8941850,1
31804401,1
4643585,1
36069980,1
4566607,1
16929192,1
4211497,1
30894605,1
26136503,1
4904950,1
10188623,1
19844268,1
6380244,1
12964048,1
34200475,1
16139285,1
15247033,1
21895534,1
19332366,1
39458075,1
999524,1
11721892,1
38253428,1
18771661,1
30894702,1
3753814,1
16685411,1
30624432,1
3447221,1
12993827,1
21622865,1
3785358,1
6019170,1
28479731,1
6731170,1
5485485,1
17306561,1
4591583,1
18456184,1
32731998,1
29414367,1
23940656,1
30177007,1
30176974,1
39445174,1
4904967,1
4591706,1
27879828,1
4919356,1
5977191,1
18946410,1
29641969,1
14500544,1
25739386,1
21978239,1
21059060,1
16576319,1
24505224,1
16861849,1
6459626,1
31976651,1
17789637,1
21864306,1
29456621,1
6660568,1
23610027,1
12035407,1
3530400,1
17104274,1
17532279,1
2213602,1
23331458,1
26108788,1
