segment_id,technicality
20605890,1
5557443,1
23383286,1
26503971,1
26879435,1
26503981,1
26969769,1
22660145,1
18704228,1
25706896,1
22983061,1
26939898,1
25094243,1
22342704,1
16457376,1
25956802,1
22376334,1
25127527,1
26009457,1
24798522,1
23192306,1
10828660,1
23287131,1
22975445,1
27234492,1
27015214,1
26316471,1
22405151,1
26405217,1
27763389,1
25779838,1
17118828,1
13126300,1
24659368,1
22430862,1
25946053,1
21436483,1
23597638,1
23100436,1
22578454,1
25861651,1
20038184,1
27514312,1
25623463,1
11985411,1
35109174,1
7760410,1
26327708,1
23041395,1
17421391,1
9435708,1
26392181,1
28154594,1
28154656,1
11332241,1
11196053,1
21669924,1
25116335,1
17935806,1
14229895,1
21963015,1
23497011,1
25946069,1
23383248,1
19922176,1
34003682,1
31613258,1
15986487,1
23597602,1
26327568,1
26316483,1
27584126,1
14987493,1
27265971,1
31089735,1
12983433,1
28299879,1
12747586,1
10478875,1
12747537,1
26900073,1
24499431,1
24499404,1
26939892,1
28514618,1
4591534,1
13016933,1
15099320,1
22578687,1
14095875,1
7210044,1
18720584,1
24133808,1
18976887,1
26969116,1
13181922,1
11167397,1
11076498,1
30767983,1
12447574,1
17932326,1
26969758,1
28386536,1
25095777,1
27437561,1
28043218,1
6503620,1
7267315,1
10473828,1
23615508,1
35549703,1
13869278,1
27646802,1
23233799,1
19332213,1
33550021,1
22028745,1
26990131,1
25569504,1
24650916,1
24659333,1
33451857,1
6599447,1
33987070,1
25795835,1
28299830,1
28386383,1
17935830,1
18743767,1
25946037,1
20605928,1
28163197,1
26981666,1
22608756,1
22605200,1
16457366,1
23271173,1
29275744,1
23219565,1
18919488,1
12447563,1
30660751,1
24659350,1
28428833,1
31089322,1
16283705,1
19172921,1
25929703,1
22404402,1
6070096,1
33550024,1
27590524,1
22376133,1
27146049,1
15749971,1
17421374,1
34018623,1
27216742,1
27216327,1
15957768,1
24573382,1
33768002,1
30432283,1
22028755,1
27291906,1
23511048,1
28688693,1
16844993,1
23993368,1
36186387,1
39777838,1
23494131,1
20425742,1
27808920,1
23102604,1
35935424,1
31227717,1
22462373,1
25998957,1
4591562,1
23287093,1
22708260,1
25779098,1
16457413,1
22615721,1
16457314,1
22366618,1
27584193,1
38265374,1
38265389,1
2862859,1
33455008,1
26325926,1
14349774,1
38796085,1
27668922,1
34137642,1
32900903,1
27563787,1
28818326,1
5151787,1
22462431,1
22482428,1
16457422,1
22710897,1
31150395,1
36823590,1
30616962,1
27119849,1
34137641,1
30215171,1
37302741,1
38602144,1
27902889,1
40571517,1
26932943,1
27620508,1
28805459,1
23510149,1
22647283,1
23180063,1
25944358,1
26861548,1
19729790,1
27041427,1
39979635,1
30752344,1
7267295,1
28413018,1
28364455,1
12733877,1
8495117,1
19757991,1
36602965,1
36431292,1
34821529,1
24166282,1
31598072,1
29531644,1
31870837,1
27584054,1
23041447,1
9006228,1
40070882,1
17421395,1
36474868,1
26843311,1
24921988,1
28428931,1
22555829,1
21965446,1
31150373,1
24884729,1
23491782,1
22578440,1
24305320,1
22366663,1
25739209,1
25426767,1
5557438,1
22357410,1
22896058,1
6413641,1
24658868,1
22902948,1
